code	word	freq	primary_code	misread_char	prim_syl	wrong_syl
zhuankuaizhi	转会制	1493	zhuanhuizhi	会	hui	kuai
zhuodainu	卓大怒	1493	zhuodanu	大	da	dai
zhuziji	诸子系	1493	zhuzixi	系	xi	ji
zixinsilu	自寻死路	1493	zixunsilu	寻	xun	xin
zizhuanjue	自转角	1493	zizhuanjiao	角	jiao	jue
zizhutiao	紫竹调	1493	zizhudiao	调	diao	tiao
zuojuan	座圈	1493	zuoquan	圈	quan	juan
zuoyoulianghang	左右两行	1493	zuoyouliangxing	行	xing	hang
abixian	阿碧见	0	abijian	见	jian	xian
abinga	阿炳呵	0	abinghe	呵	he	a
abingkuai	阿炳会	0	abinghui	会	hui	kuai
abudulajibofu	阿卜杜拉季波夫	0	abodulajibofu	卜	bo	bu
abudulaye	阿卜杜拉耶	0	abodulaye	卜	bo	bu
abula	阿卜拉	0	abola	卜	bo	bu
abulai	阿卜莱	0	abolai	卜	bo	bu
abudurexiti	阿不都热西提	0	abudourexiti	都	dou	du
adeilai	阿得莱	0	adelai	得	de	dei
adeilei	阿得雷	0	adelei	得	de	dei
adijiang	阿的江	0	adejiang	的	de	di
adong	呵冻	0	hedong	呵	he	a
aerdouse	阿尔都塞	0	aerdousai	塞	sai	se
aerdusai	阿尔都塞	0	aerdousai	都	dou	du
aerduse	阿尔都塞	0	aerdousai	都	dou	du
aerduse	阿尔杜塞	0	aerdusai	塞	sai	se
aerse	阿尔塞	0	aersai	塞	sai	se
akuainan	阿会喃	0	ahuinan	会	hui	kuai
aibubo	艾卜伯	0	aibobo	卜	bo	bu
aibufeng	艾卜峰	0	aibofeng	卜	bo	bu
aibuye	艾卜耶	0	aiboye	卜	bo	bu
aichongbang	爱重邦	0	aizhongbang	重	zhong	chong
aixu	爱畜	0	aichu	畜	chu	xu
aidaijing	艾大惊	0	aidajing	大	da	dai
aidecha	矮地茶	0	aidicha	地	di	de
aideihua	爱得华	0	aidehua	得	de	dei
aideile	爱得乐	0	aidele	得	de	dei
aideiyue	爱得乐	0	aidele	得	de	dei
aideyue	爱得乐	0	aidele	乐	le	yue
aitiaodanbai	癌调蛋白	0	aidiaodanbai	调	diao	tiao
aiwufenming	爱恶分明	0	aiefenming	恶	e	wu
aiersewei	埃尔塞维	0	aiersaiwei	塞	sai	se
ailiaoguolai	捱了过来	0	aileguolai	了	le	liao
ailiaoguoqu	捱了过去	0	aileguoqu	了	le	liao
aiyueshe	爱乐社	0	aileshe	乐	le	yue
aimuchen	艾穆沈	0	aimushen	沈	shen	chen
aiqiude	哀求地	0	aiqiudi	地	di	de
aisekuibo	埃塞奎博	0	aisaikuibo	塞	sai	se
aisitejue	埃斯特角	0	aisitejiao	角	jiao	jue
aiweikuai	爱卫会	0	aiweihui	会	hui	kuai
aiweikuai	爱委会	0	aiweihui	会	hui	kuai
aiyuanwujin	爱远恶近	0	aiyuanejin	恶	e	wu
ajimidei	阿基米得	0	ajimide	得	de	dei
akesehasakezuzizhixian	阿克塞哈萨克族自治县	0	akesaihasakezuzizhixian	塞	sai	se
aling	呵令	0	heling	呵	he	a
alishandai	阿历山大	0	alishanda	大	da	dai
anbose	安博塞	0	anbosai	塞	sai	se
anchenchen	暗沈沈	0	anshenshen	沈	shen	chen
anchenshen	暗沈沈	0	anshenshen	沈	shen	chen
anshenchen	暗沈沈	0	anshenshen	沈	shen	chen
anchongrong	安重荣	0	anzhongrong	重	zhong	chong
andashuai	安打率	0	andalv	率	lv	shuai
andeiyi	安得倚	0	andeyi	得	de	dei
anjuyuejiao	安居乐教	0	anjulejiao	乐	le	yue
ankuoruchang	安适如常	0	anshiruchang	适	shi	kuo
anluoxie	安络血	0	anluoxue	血	xue	xie
anmote	安万特	0	anwante	万	wan	mo
anseermi	安塞尔米	0	ansaiermi	塞	sai	se
ansuanzhao	暗算着	0	ansuanzhe	着	zhe	zhao
ansuanzhuo	暗算着	0	ansuanzhe	着	zhe	zhuo
anxiande	安闲地	0	anxiandi	地	di	de
anzikuai	安子会	0	anzihui	会	hui	kuai
aodaliyaaoweikuai	澳大利亚奥委会	0	aodaliyaaoweihui	会	hui	kuai
aodese	奥德塞	0	aodesai	塞	sai	se
aodise	奥狄塞	0	aodisai	塞	sai	se
aomoda	奥万大	0	aowanda	万	wan	mo
aomodai	奥万大	0	aowanda	万	wan	mo
aowandai	奥万大	0	aowanda	大	da	dai
aoseluote	奥塞罗特	0	aosailuote	塞	sai	se
aoshenzhuan	傲神传	0	aoshenchuan	传	chuan	zhuan
asefei	阿塞菲	0	asaifei	塞	sai	se
asefu	阿塞弗	0	asaifu	塞	sai	se
asexi	阿塞西	0	asaixi	塞	sai	se
awangxinzhuan	阿旺新传	0	awangxinchuan	传	chuan	zhuan
azixian	阿紫见	0	azijian	见	jian	xian
azijiao	阿紫觉	0	azijue	觉	jue	jiao
baboen	巴柏恩	0	babaien	柏	bai	bo
babailingqimo	八百零七万	0	babailingqiwan	万	wan	mo
babiwawa	芭芘娃娃	0	bapiwawa	芘	pi	bi
baerdu	巴尔都	0	baerdou	都	dou	du
bakuaixue	八会穴	0	bahuixue	会	hui	kuai
boanni	柏安妮	0	baianni	柏	bai	bo
bobaohuai	柏抱槐	0	baibaohuai	柏	bai	bo
baibeibang	白臂傍	0	baibibang	臂	bi	bei
baidaidi	白大弟	0	baidadi	大	da	dai
baidaijun	白大钧	0	baidajun	大	da	dai
bodaozhang	柏道长	0	baidaozhang	柏	bai	bo
bodaoren	柏道人	0	baidaoren	柏	bai	bo
baiduomoxiang	百多万项	0	baiduowanxiang	万	wan	mo
baifengxian	白凤见	0	baifengjian	见	jian	xian
boguancong	柏灌丛	0	baiguancong	柏	bai	bo
boguangxin	柏广新	0	baiguangxin	柏	bai	bo
baiheshe	百合折	0	baihezhe	折	zhe	she
baihuachengkai	百花盛开	0	baihuashengkai	盛	sheng	cheng
baixiangdan	白降丹	0	baijiangdan	降	jiang	xiang
bojiansuo	柏建锁	0	baijiansuo	柏	bai	bo
bojingwan	柏景湾	0	baijingwan	柏	bai	bo
bojiyou	柏吉尤	0	baijiyou	柏	bai	bo
bojiyousi	柏吉尤斯	0	baijiyousi	柏	bai	bo
baiqiaodan	白壳蛋	0	baikedan	壳	ke	qiao
baiyuebaifu	百乐百福	0	bailebaifu	乐	le	yue
bailiezhao	摆列着	0	bailiezhe	着	zhe	zhao
bailiezhuo	摆列着	0	bailiezhe	着	zhe	zhuo
boluomixiu	柏罗米修	0	bailuomixiu	柏	bai	bo
baishuaibing	白率兵	0	bailvbing	率	lv	shuai
baimeichang	白眉长	0	baimeizhang	长	zhang	chang
baimojian	白万剑	0	baiwanjian	万	wan	mo
bomugan	柏木杆	0	baimugan	柏	bai	bo
baimuhangjiu	白木行久	0	baimuxingjiu	行	xing	hang
bonali	柏纳李	0	bainali	柏	bai	bo
boningdui	柏宁队	0	bainingdui	柏	bai	bo
bonuozi	柏诺兹	0	bainuozi	柏	bai	bo
baisebing	白塞病	0	baisaibing	塞	sai	se
baiseer	白塞尔	0	baisaier	塞	sai	se
baishengne	白胜呐	0	baishengna	呐	na	ne
boshishu	柏师叔	0	baishishu	柏	bai	bo
botiaohe	柏条河	0	baitiaohe	柏	bai	bo
baiwangxian	白旺见	0	baiwangjian	见	jian	xian
boweihua	柏卫华	0	baiweihua	柏	bai	bo
baiwuyichang	百无一长	0	baiwuyizhang	长	zhang	chang
baiwuyixian	百无一见	0	baiwuyijian	见	jian	xian
boyaoping	柏耀平	0	baiyaoping	柏	bai	bo
boyuanli	柏元里	0	baiyuanli	柏	bai	bo
baiyumokou	百余万口	0	baiyuwankou	万	wan	mo
baiyumotou	百余万头	0	baiyuwantou	万	wan	mo
baizhenxian	白振见	0	baizhenjian	见	jian	xian
boziren	柏子仁	0	baiziren	柏	bai	bo
bajiezhiweikuai	巴解执委会	0	bajiezhiweihui	会	hui	kuai
bajiezuzhizhiweikuai	巴解组织执委会	0	bajiezuzhizhiweihui	会	hui	kuai
pakai	耙开	0	bakai	耙	ba	pa
pamo	耙耱	0	bamo	耙	ba	pa
bamoduobei	八万多倍	0	bawanduobei	万	wan	mo
bamojin	八万斤	0	bawanjin	万	wan	mo
bamojiuqianyuan	八万九千元	0	bawanjiuqianyuan	万	wan	mo
bamoming	八万名	0	bawanming	万	wan	mo
banzhaohe	班朝贺	0	banchaohe	朝	chao	zhao
bandaitaijian	班大太监	0	bandataijian	大	da	dai
bandishen	班第参	0	bandican	参	can	shen
bandusishan	班都斯山	0	bandousishan	都	dou	du
bangji	傍系	0	bangxi	系	xi	ji
banguzhao	班固著	0	banguzhu	著	zhu	zhao
banguzhe	班固著	0	banguzhu	著	zhu	zhe
banguzhuo	班固著	0	banguzhu	著	zhu	zhuo
bangweikuai	棒委会	0	bangweihui	会	hui	kuai
banhangzhang	班行章	0	banxingzhang	行	xing	hang
banseer	班塞尔	0	bansaier	塞	sai	se
banshenghang	半生行	0	banshengxing	行	xing	hang
banxiuwei	班宿卫	0	bansuwei	宿	su	xiu
banzhengkuai	颁证会	0	banzhenghui	会	hui	kuai
bobiji	薄壁机	0	baobiji	薄	bao	bo
bobijun	薄壁菌	0	baobijun	薄	bao	bo
bobiyan	薄壁堰	0	baobiyan	薄	bao	bo
baochaixian	宝钗见	0	baochaijian	见	jian	xian
baochouxiechi	报仇血耻	0	baochouxuechi	血	xue	xie
baochuankuai	保川会	0	baochuanhui	会	hui	kuai
bocihoubi	薄此厚彼	0	baocihoubi	薄	bao	bo
baodaichu	鲍大楚	0	baodachu	大	da	dai
baodaixiang	宝大祥	0	baodaxiang	大	da	dai
baodaoshuai	报到率	0	baodaolv	率	lv	shuai
baodeiling	保得灵	0	baodeling	得	de	dei
baofajila	爆发集落	0	baofajiluo	落	luo	la
bofumu	薄父母	0	baofumu	薄	bao	bo
bogeban	薄隔板	0	baogeban	薄	bao	bo
bogezhi	薄革质	0	baogezhi	薄	bao	bo
bogulv	薄骨律	0	baogulv	薄	bao	bo
bohaitenghuan	薄海腾欢	0	baohaitenghuan	薄	bao	bo
baohuowan	保和丸	0	baohewan	和	he	huo
baohuozhen	宝和珍	0	baohezhen	和	he	huo
bohuanghou	薄皇后	0	baohuanghou	薄	bao	bo
bohuceng	薄互层	0	baohuceng	薄	bao	bo
baojiakuoyi	报价适宜	0	baojiashiyi	适	shi	kuo
bojiazao	薄甲藻	0	baojiazao	薄	bao	bo
baoqiaohetao	薄壳核桃	0	baokehetao	壳	ke	qiao
bokehetao	薄壳核桃	0	baokehetao	薄	bao	bo
boqiaohetao	薄壳核桃	0	baokehetao	薄	bao	bo
bolvchuang	薄铝窗	0	baolvchuang	薄	bao	bo
baomanji	包埋剂	0	baomaiji	埋	mai	man
bomaixian	薄脉弦	0	baomaixian	薄	bao	bo
boming	薄明	0	baoming	薄	bao	bo
bomucheng	薄幕呈	0	baomucheng	薄	bao	bo
bonen	薄嫩	0	baonen	薄	bao	bo
boqingse	薄青色	0	baoqingse	薄	bao	bo
boqu	薄曲	0	baoqu	薄	bao	bo
borenfu	薄刃斧	0	baorenfu	薄	bao	bo
borenhou	薄刃厚	0	baorenhou	薄	bao	bo
baoshade	薄砂地	0	baoshadi	地	di	de
boshade	薄砂地	0	baoshadi	薄	bao	bo
boshadi	薄砂地	0	baoshadi	薄	bao	bo
boshifen	薄施粉	0	baoshifen	薄	bao	bo
boshitai	薄氏太	0	baoshitai	薄	bao	bo
boshizhen	薄始祯	0	baoshizhen	薄	bao	bo
baoshuxian	宝树见	0	baoshujian	见	jian	xian
baoshunhang	宝顺行	0	baoshunxing	行	xing	hang
boshuren	薄树人	0	baoshuren	薄	bao	bo
bosongsong	薄松松	0	baosongsong	薄	bao	bo
bowangtaihou	薄王太后	0	baowangtaihou	薄	bao	bo
bowangxigu	薄往细故	0	baowangxigu	薄	bao	bo
boweilei	薄为雷	0	baoweilei	薄	bao	bo
baoye	胞咽	0	baoyan	咽	yan	ye
boyan	薄言	0	baoyan	薄	bao	bo
boye	薄业	0	baoye	薄	bao	bo
boyi	薄艺	0	baoyi	薄	bao	bo
boyinhu	薄音湖	0	baoyinhu	薄	bao	bo
boyouwei	薄有微	0	baoyouwei	薄	bao	bo
baoyuande	抱怨地	0	baoyuandi	地	di	de
boyuanyi	薄缘夷	0	baoyuanyi	薄	bao	bo
baozhaolixiang	抱着理想	0	baozhelixiang	着	zhe	zhao
baozhuolixiang	抱着理想	0	baozhelixiang	着	zhe	zhuo
baozhengshuai	保证率	0	baozhenglv	率	lv	shuai
bozhituliao	薄质涂料	0	baozhituliao	薄	bao	bo
bozhoukong	薄周孔	0	baozhoukong	薄	bao	bo
baozhuangshuai	包装率	0	baozhuanglv	率	lv	shuai
paping	耙平	0	baping	耙	ba	pa
baqianwubaiershisimoyuan	八千五百二十四万元	0	baqianwubaiershisiwanyuan	万	wan	mo
baqianyibaisanshiqimoqiqianerbaisanshiliukou	八千一百三十七万七千二百三十六口	0	baqianyibaisanshiqiwanqiqianerbaisanshiliukou	万	wan	mo
baselin	巴塞林	0	basailin	塞	sai	se
bashiwumoyingbang	八十五万英镑	0	bashiwuwanyingbang	万	wan	mo
bashiyumo	八十余万	0	bashiyuwan	万	wan	mo
bashuxingen	拔树寻根	0	bashuxungen	寻	xun	xin
bayujuanqu	鲅鱼圈区	0	bayuquanqu	圈	quan	juan
bayunkuai	八运会	0	bayunhui	会	hui	kuai
pazu	耙组	0	bazu	耙	ba	pa
beicong	臂丛	0	bicong	臂	bi	bei
beidaidiyiyiyuan	北大第一医院	0	beidadiyiyiyuan	大	da	dai
beidaishehuixueji	北大社会学系	0	beidashehuixuexi	大	da	dai
beidaishehuixuexi	北大社会学系	0	beidashehuixuexi	大	da	dai
beidashehuixueji	北大社会学系	0	beidashehuixuexi	系	xi	ji
beiduanla	北端落	0	beiduanluo	落	luo	la
beifangjiaodai	北方交大	0	beifangjiaoda	大	da	dai
beifuzhao	被覆着	0	beifuzhe	着	zhe	zhao
beifuzhuo	被覆着	0	beifuzhe	着	zhe	zhuo
beihaishuai	被害率	0	beihailv	率	lv	shuai
beijianshen	贝监参	0	beijiancan	参	can	shen
beijiandaowei	臂间倒位	0	bijiandaowei	臂	bi	bei
beijiexianzhe	被接见者	0	beijiejianzhe	见	jian	xian
beijinti	北金堤	0	beijindi	堤	di	ti
beijingchaoyangyiyuan	北京朝阳医院	0	beijingzhaoyangyiyuan	朝	zhao	chao
beijingdaibao	北京大宝	0	beijingdabao	大	da	dai
beijingdaxuefalvji	北京大学法律系	0	beijingdaxuefalvxi	系	xi	ji
beijingdaxueguojizhengzhiji	北京大学国际政治系	0	beijingdaxueguojizhengzhixi	系	xi	ji
beijingdaxueshehuixueji	北京大学社会学系	0	beijingdaxueshehuixuexi	系	xi	ji
beijingdianyingxueyuansheyingji	北京电影学院摄影系	0	beijingdianyingxueyuansheyingxi	系	xi	ji
beijingshifandaxuelishiji	北京师范大学历史系	0	beijingshifandaxuelishixi	系	xi	ji
beijingshilaodonghuoshehuibaozhangju	北京市劳动和社会保障局	0	beijingshilaodongheshehuibaozhangju	和	he	huo
beijingshirendachangweikuai	北京市人大常委会	0	beijingshirendachangweihui	会	hui	kuai
beiliaozhao	北辽朝	0	beiliaochao	朝	chao	zhao
beiliede	卑劣地	0	beiliedi	地	di	de
beinao	臂臑	0	binao	臂	bi	bei
beineidaowei	臂内倒位	0	bineidaowei	臂	bi	bei
beineitejue	贝内特角	0	beineitejiao	角	jiao	jue
beipanghe	臂旁核	0	bipanghe	臂	bi	bei
beisemai	贝塞麦	0	beisaimai	塞	sai	se
beisongzhao	背诵着	0	beisongzhe	着	zhe	zhao
beisongzhuo	背诵着	0	beisongzhe	着	zhe	zhuo
beiweihang	北魏行	0	beiweixing	行	xing	hang
beixiangzhao	背向着	0	beixiangzhe	着	zhe	zhao
beixiangzhuo	背向着	0	beixiangzhe	着	zhe	zhuo
beizhuan	臂膞	0	bizhuan	臂	bi	bei
beizuzhao	贝祖著	0	beizuzhu	著	zhu	zhao
beizuzhe	贝祖著	0	beizuzhu	著	zhu	zhe
beizuzhuo	贝祖著	0	beizuzhu	著	zhu	zhuo
bendeiermu	锛得儿木	0	bendeermu	得	de	dei
bengzhaojin	绷着劲	0	bengzhejin	着	zhe	zhao
bengzhuojin	绷着劲	0	bengzhejin	着	zhe	zhuo
bengzhaolianer	绷着脸儿	0	bengzhelianer	着	zhe	zhao
bengzhuolianer	绷着脸儿	0	bengzhelianer	着	zhe	zhuo
benxiaolidai	本小利大	0	benxiaolida	大	da	dai
bianbazaomu	编笆造模	0	bianbazaomo	模	mo	mu
bianchengliuliao	变成流了	0	bianchengliule	了	le	liao
bianzhuanshou	边传首	0	bianchuanshou	传	chuan	zhuan
biandaishou	边大绶	0	biandashou	大	da	dai
biandeifengmei	变得丰美	0	biandefengmei	得	de	dei
biandeijianren	变得坚韧	0	biandejianren	得	de	dei
biantiaohe	边调鹤	0	biandiaohe	调	diao	tiao
biandongshuai	变动率	0	biandonglv	率	lv	shuai
bianfuguihang	变服诡行	0	bianfuguixing	行	xing	hang
bianliaoyoubian	变了又变	0	bianleyoubian	了	le	liao
bianluzhuan	边路传	0	bianluchuan	传	chuan	zhuan
pianniao	便尿	0	bianniao	便	bian	pian
pianwuquan	便无权	0	bianwuquan	便	bian	pian
bianxiangxian	卞祥见	0	bianxiangjian	见	jian	xian
bianxintianxia	遍寻天下	0	bianxuntianxia	寻	xun	xin
bianzhedihua	编者的话	0	bianzhedehua	的	de	di
bianzhishuai	贬值率	0	bianzhilv	率	lv	shuai
pianzhuo	便酌	0	bianzhuo	便	bian	pian
biaobangzhao	标榜着	0	biaobangzhe	着	zhe	zhao
biaobangzhuo	标榜着	0	biaobangzhe	着	zhe	zhuo
biaoxiandaili	表见代理	0	biaojiandaili	见	jian	xian
biaomianpianla	表面片落	0	biaomianpianluo	落	luo	la
biaoshidiji	表示的级	0	biaoshideji	的	de	di
biaozhizhao	标志著	0	biaozhizhu	著	zhu	zhao
biaozhizhe	标志著	0	biaozhizhu	著	zhu	zhe
biaozhizhuo	标志著	0	biaozhizhu	著	zhu	zhuo
shaozi	杓子	0	biaozi	杓	biao	shao
bishenzaohua	笔参造化	0	bicanzaohua	参	can	shen
bichangyi	比长仪	0	bizhangyi	长	zhang	chang
bichongyuan	毕重远	0	bizhongyuan	重	zhong	chong
bizhuanzhizuo	必传之作	0	bichuanzhizuo	传	chuan	zhuan
bitankeng	避弹坑	0	bidankeng	弹	dan	tan
bideibaoluo	彼得保罗	0	bidebaoluo	得	de	dei
bideiluofusiji	彼得罗夫斯基	0	bideluofusiji	得	de	dei
bideisong	彼得松	0	bidesong	得	de	dei
bideisongtu	彼得松图	0	bidesongtu	得	de	dei
biti	比堤	0	bidi	堤	di	ti
biwu	弊恶	0	bie	恶	e	wu
biebiedi	瘪瘪的	0	biebiede	的	de	di
bielitan	别力弹	0	bielidan	弹	dan	tan
bihua	辟划	0	pihua	辟	pi	bi
bikai	辟开	0	pikai	辟	pi	bi
biqiaoji	闭壳肌	0	bikeji	壳	ke	qiao
bikouyinmu	闭口印模	0	bikouyinmo	模	mo	mu
biliankuai	毕联会	0	bilianhui	会	hui	kuai
bimeiyangwu	敝美扬恶	0	bimeiyange	恶	e	wu
bimingzhaozuo	笔名着作	0	bimingzhezuo	着	zhe	zhao
bimingzhuozuo	笔名着作	0	bimingzhezuo	着	zhe	zhuo
binangqiao	闭囊壳	0	binangke	壳	ke	qiao
bingcanshuai	病残率	0	bingcanlv	率	lv	shuai
bingcuodexiao	兵挫地削	0	bingcuodixue	地	di	de
bingcuodexue	兵挫地削	0	bingcuodixue	地	di	de
bingcuodixiao	兵挫地削	0	bingcuodixue	削	xue	xiao
binggandian	饼乾店	0	bingqiandian	乾	qian	gan
bingganhe	饼乾盒	0	bingqianhe	乾	qian	gan
bingque	丙炔	0	binggui	炔	gui	que
bingzhao	禀着	0	bingzhe	着	zhe	zhao
bingzhuo	禀着	0	bingzhe	着	zhe	zhuo
bise	敝塞	0	bisai	塞	sai	se
bisaidai	比塞大	0	bisaida	大	da	dai
biseda	比塞大	0	bisaida	塞	sai	se
bisedai	比塞大	0	bisaida	塞	sai	se
bitiandu	毕天都	0	bitiandou	都	dou	du
biyierhang	比翼而行	0	biyierxing	行	xing	hang
bucongshan	卜从善	0	bocongshan	卜	bo	bu
bodehuan	卜地桓	0	bodihuan	地	di	de
budehuan	卜地桓	0	bodihuan	卜	bo	bu
budihuan	卜地桓	0	bodihuan	卜	bo	bu
budeku	卜德库	0	bodeku	卜	bo	bu
boerse	波尔塞	0	boersai	塞	sai	se
bowuyichou	播恶遗臭	0	boeyichou	恶	e	wu
bufajian	卜法间	0	bofajian	卜	bo	bu
boganlong	博乾隆	0	boqianlong	乾	qian	gan
bogende	伯根地	0	bogendi	地	di	de
buguoke	卜国可	0	boguoke	卜	bo	bu
buhahe	卜哈河	0	bohahe	卜	bo	bu
boheiseerweiyagongheguo	波黑塞尔维亚共和国	0	boheisaierweiyagongheguo	塞	sai	se
bujialei	卜加勒	0	bojialei	卜	bo	bu
bujiangjun	卜将军	0	bojiangjun	卜	bo	bu
bujingshi	卜京师	0	bojingshi	卜	bo	bu
bukalei	卜卡勒	0	bokalei	卜	bo	bu
bokeqiangbo	驳壳枪薄	0	bokeqiangbao	薄	bao	bo
bulamu	卜拉姆	0	bolamu	卜	bo	bu
bulaximi	卜拉希米	0	bolaximi	卜	bo	bu
buleijia	卜雷加	0	boleijia	卜	bo	bu
bulisi	卜里斯	0	bolisi	卜	bo	bu
buluna	卜伦阿	0	boluna	卜	bo	bu
bomao	蕃茂	0	fanmao	蕃	fan	bo
bumige	卜弥格	0	bomige	卜	bo	bu
bunifa	卜尼法	0	bonifa	卜	bo	bu
buqinghua	卜庆华	0	boqinghua	卜	bo	bu
bosete	波塞特	0	bosaite	塞	sai	se
bushangtie	卜商帖	0	boshangtie	卜	bo	bu
bushi	卜式	0	boshi	卜	bo	bu
bushiren	卜世仁	0	boshiren	卜	bo	bu
bushouze	卜守则	0	boshouze	卜	bo	bu
boshu	蕃庶	0	fanshu	蕃	fan	bo
boshutiaoxiang	波束调向	0	boshudiaoxiang	调	diao	tiao
boshujue	波束角	0	boshujiao	角	jiao	jue
bosonghe	泊松核	0	posonghe	泊	po	bo
buwenji	卜问吉	0	bowenji	卜	bo	bu
buwenqi	卜问其	0	bowenqi	卜	bo	bu
buxiangzhi	卜祥志	0	boxiangzhi	卜	bo	bu
buxueliang	卜学亮	0	boxueliang	卜	bo	bu
boyibu	卜一卜	0	boyibo	卜	bo	bu
buyibo	卜一卜	0	boyibo	卜	bo	bu
buyibu	卜一卜	0	boyibo	卜	bo	bu
bozanzhao	伯赞著	0	bozanzhu	著	zhu	zhao
bozanzhe	伯赞著	0	bozanzhu	著	zhu	zhe
bozanzhuo	伯赞著	0	bozanzhu	著	zhu	zhuo
buzhisi	卜职司	0	bozhisi	卜	bo	bu
buzhixiong	卜之兄	0	bozhixiong	卜	bo	bu
buzhuji	卜祝及	0	bozhuji	卜	bo	bu
buzhuwu	卜祝巫	0	bozhuwu	卜	bo	bu
buzicun	卜子村	0	bozicun	卜	bo	bu
buchongxing	不重性	0	buzhongxing	重	zhong	chong
buzhuanzhimi	不传之密	0	buchuanzhimi	传	chuan	zhuan
buduyou	布都有	0	budouyou	都	dou	du
buende	布恩地	0	buendi	地	di	de
buhetiao	不合调	0	buhediao	调	diao	tiao
buhegeshuai	不合格率	0	buhegelv	率	lv	shuai
buhuishouchang	部会首长	0	buhuishouzhang	长	zhang	chang
buxianzhuo	布见卓	0	bujianzhuo	见	jian	xian
bujingquede	不精确地	0	bujingquedi	地	di	de
bukejiede	不可解地	0	bukejiedi	地	di	de
bulagejue	布拉格角	0	bulagejiao	角	jiao	jue
bulaidei	布莱得	0	bulaide	得	de	dei
bulaoerdei	不劳而得	0	bulaoerde	得	de	dei
buliankuai	不联会	0	bulianhui	会	hui	kuai
bushuaibing	布率兵	0	bulvbing	率	lv	shuai
bumanyishuai	不满意率	0	bumanyilv	率	lv	shuai
bumenrenni	部门人呢	0	bumenrenne	呢	ne	ni
bumushu	补模数	0	bumoshu	模	mo	mu
bumutou	不模头	0	bumotou	模	mo	mu
buqiadangde	不恰当地	0	buqiadangdi	地	di	de
buqingxian	布青见	0	buqingjian	见	jian	xian
busebuliu	不塞不流	0	busaibuliu	塞	sai	se
busena	布塞纳	0	busaina	塞	sai	se
busexialiu	不塞下流	0	busaixialiu	塞	sai	se
butimiande	不体面地	0	butimiandi	地	di	de
buwendingde	不稳定地	0	buwendingdi	地	di	de
buxiangchende	不相称地	0	buxiangchendi	地	di	de
buxiangdengde	不相等地	0	buxiangdengdi	地	di	de
buxinsheng	步寻声	0	buxunsheng	寻	xun	xin
buyitan	布依弹	0	buyidan	弹	dan	tan
buzhisuokuo	不知所适	0	buzhisuoshi	适	shi	kuo
buzimu	补子模	0	buzimo	模	mo	mu
caganjing	擦乾净	0	caqianjing	乾	qian	gan
caifangbo	蔡方柏	0	caifangbai	柏	bai	bo
caifupian	蔡福便	0	caifubian	便	bian	pian
caigongxie	采供血	0	caigongxue	血	xue	xie
caijinde	采金地	0	caijindi	地	di	de
cailidai	蔡礼大	0	cailida	大	da	dai
caishoushuai	采收率	0	caishoulv	率	lv	shuai
caiweitan	蔡惟弹	0	caiweidan	弹	dan	tan
caixiongshidai	财雄势大	0	caixiongshida	大	da	dai
caiyide	猜疑地	0	caiyidi	地	di	de
caizhengshuai	财政率	0	caizhenglv	率	lv	shuai
cama	擦抹	0	camo	抹	mo	ma
camazhao	擦抹着	0	camozhe	抹	mo	ma
camazhe	擦抹着	0	camozhe	抹	mo	ma
camazhuo	擦抹着	0	camozhe	抹	mo	ma
camozhao	擦抹着	0	camozhe	着	zhe	zhao
camozhuo	擦抹着	0	camozhe	着	zhe	zhuo
shenbianliang	参变量	0	canbianliang	参	can	shen
canfengxiuxue	餐风宿雪	0	canfengsuxue	宿	su	xiu
shenfutang	参附汤	0	canfutang	参	can	shen
cangbiandaichou	藏边大丑	0	cangbiandachou	大	da	dai
shenqi	参芪	0	canqi	参	can	shen
shentang	参堂	0	cantang	参	can	shen
caocaozhuan	曹操传	0	caocaochuan	传	chuan	zhuan
caochangmafei	草长马肥	0	caozhangmafei	长	zhang	chang
caozhuanxin	曹传信	0	caochuanxin	传	chuan	zhuan
caodaiyuan	曹大元	0	caodayuan	大	da	dai
caokuaiqu	曹会渠	0	caohuiqu	会	hui	kuai
caolingbu	操令卜	0	caolingbo	卜	bo	bu
caoshuaidezuo	草率地做	0	caoshuaidizuo	地	di	de
caozhihuo	曹志和	0	caozhihe	和	he	huo
cayanmalei	擦眼抹泪	0	cayanmolei	抹	mo	ma
cechangyi	测长仪	0	cezhangyi	长	zhang	chang
cedeliu	测地流	0	cediliu	地	di	de
cejueqi	测角器	0	cejiaoqi	角	jiao	jue
cengdeiming	曾得明	0	cengdeming	得	de	dei
cengdeiyi	曾得异	0	cengdeyi	得	de	dei
cengxianshen	曾见神	0	cengjianshen	见	jian	xian
cenglichong	曾立重	0	cenglizhong	重	zhong	chong
cengrouxian	曾柔见	0	cengroujian	见	jian	xian
cengxuedei	曾学得	0	cengxuede	得	de	dei
cengzhihang	曾置行	0	cengzhixing	行	xing	hang
ceshijuan	侧视圈	0	ceshiquan	圈	quan	juan
chaiboshu	差波束	0	chaboshu	差	cha	chai
chaicai	差猜	0	chacai	差	cha	chai
chazhuanyi	查传谊	0	chachuanyi	传	chuan	zhuan
chacuoshuai	差错率	0	chacuolv	率	lv	shuai
chadai	刹带	0	shadai	刹	sha	cha
chaidaishu	差代数	0	chadaishu	差	cha	chai
chadeidong	查得东	0	chadedong	得	de	dei
